Worm_RPM,Input_Torque,Output_Torque,Motor_Current,Oil_Temp,Ambient_Temp,Axial_Vib,Radial_Vib,Cu_PPM,Fe_PPM,Efficiency_Calc,Friction_Coeff,Backlash,Failure_Label,Fault_Type,RUL_Cycles
2935.6,36.92,1166.83,14.7,69.89,28.32,3.274,1.396,59.84,16.19,0.7901,0.0418,0.1297,Minor Fault,General Degredation,53942
1198.1,59.14,1915.0,20.77,49.0,25.54,5.193,1.825,44.3,13.19,0.8095,0.0426,0.1428,Minor Fault,General Degredation,105523
2163.1,85.09,2641.07,28.67,97.59,20.89,5.265,2.139,52.23,9.95,0.7759,0.0468,0.1411,Minor Fault,Thermal Breakdown,22146
1091.4,75.85,2401.71,25.2,54.45,20.47,4.469,2.206,57.81,13.75,0.7916,0.0429,0.1516,Minor Fault,General Degredation,84396
2515.1,45.3,1535.9,14.36,58.28,28.05,2.636,1.285,27.1,7.13,0.8475,0.025,0.0868,No Fault,Healthy,217160
1613.9,66.23,2246.26,21.34,58.49,26.33,4.011,1.544,31.5,5.63,0.8479,0.0267,0.0858,No Fault,Healthy,188842
2324.6,57.36,1889.47,19.31,70.76,26.76,3.736,1.898,103.34,12.7,0.8235,0.0361,0.1256,No Fault,Healthy,70697
2297.1,72.18,2389.08,23.8,81.51,29.5,3.819,2.045,56.34,9.28,0.8275,0.0365,0.1295,No Fault,Healthy,52056
3395.8,50.77,1543.81,20.96,106.59,29.49,3.557,1.963,85.8,12.95,0.7602,0.0543,0.1417,Major Fault,Thermal Breakdown,13579
2382.5,67.42,2175.56,21.98,92.44,31.43,4.374,2.01,70.63,12.98,0.8067,0.0313,0.1073,Minor Fault,General Degredation,54969
2474.1,88.65,2748.94,29.93,115.14,24.49,4.328,2.312,44.42,13.2,0.7752,0.0454,0.1483,Major Fault,Thermal Breakdown,17081
1984.5,20.81,610.45,13.42,37.47,14.71,4.881,1.123,71.0,17.86,0.7332,0.0561,0.1767,Minor Fault,General Degredation,104393
3462.5,68.89,2153.43,24.96,124.49,27.05,5.018,1.894,47.55,9.5,0.7814,0.0469,0.1357,Major Fault,Thermal Breakdown,13442
2998.4,79.79,2413.77,26.84,128.62,17.98,5.122,1.746,97.94,11.89,0.7563,0.0497,0.1526,Major Fault,Thermal Breakdown,11220
1670.6,36.65,1098.48,17.36,57.33,27.39,4.569,1.927,54.16,13.16,0.7492,0.0547,0.1481,Minor Fault,General Degredation,46768
3179.4,49.19,1523.65,18.58,86.09,20.03,4.823,1.521,39.85,10.06,0.7744,0.0444,0.1339,Minor Fault,General Degredation,31436
2067.5,54.09,1684.58,20.44,72.53,27.85,4.896,1.368,75.13,19.42,0.7785,0.0482,0.1375,Minor Fault,General Degredation,37772
3137.4,49.04,1575.02,17.82,91.35,31.2,3.695,1.297,63.75,31.19,0.803,0.0409,0.1327,Minor Fault,General Degredation,32822
3121.8,47.91,1405.69,20.6,104.44,29.91,3.92,1.112,110.72,14.43,0.7335,0.0589,0.1652,Major Fault,Thermal Breakdown,12227
1409.9,54.38,1729.1,20.48,56.26,27.97,3.845,1.783,57.72,19.53,0.7949,0.0438,0.1534,Minor Fault,General Degredation,76026
2793.1,72.78,2432.42,23.05,86.08,23.15,3.762,2.148,80.97,7.34,0.8356,0.0329,0.1153,Minor Fault,General Degredation,57516
1684.7,82.31,2730.4,24.91,72.0,27.04,4.809,1.96,27.92,6.69,0.8293,0.0317,0.1132,No Fault,Healthy,88470
1703.2,79.54,2630.64,25.98,62.72,18.96,4.456,1.954,32.06,22.42,0.8268,0.0351,0.1119,No Fault,Healthy,95316
1700.1,74.91,2602.15,22.64,51.06,23.6,4.718,1.703,28.05,9.52,0.8685,0.0246,0.0968,No Fault,Healthy,292161
2859.0,87.48,2632.95,30.58,150.97,32.86,5.17,1.954,44.99,14.23,0.7524,0.0548,0.1603,Major Fault,Thermal Breakdown,6915
1520.5,90.47,2700.24,30.86,97.7,27.8,6.199,2.218,93.76,21.27,0.7462,0.0548,0.1699,Minor Fault,Thermal Breakdown,16019
902.4,62.49,1942.01,23.1,53.86,29.37,4.861,1.703,40.74,10.52,0.7769,0.0493,0.1253,Minor Fault,General Degredation,65455
2831.1,81.46,2620.73,26.6,104.8,16.86,5.166,1.938,105.56,8.47,0.8043,0.0406,0.1383,Major Fault,Thermal Breakdown,25559
1362.2,66.36,2191.24,21.9,59.14,30.65,4.219,2.138,78.36,10.49,0.8255,0.0296,0.1019,No Fault,Healthy,150419
1182.1,56.76,1847.34,19.15,43.28,19.06,4.638,1.725,63.79,10.58,0.8137,0.0344,0.1222,Minor Fault,General Degredation,207747
1541.3,59.25,1885.0,22.34,60.44,25.05,3.817,1.483,78.05,14.08,0.7953,0.0451,0.1324,Minor Fault,General Degredation,61939
1925.7,75.19,2452.48,24.15,69.3,18.58,5.401,2.068,62.33,8.34,0.8155,0.0361,0.1088,Minor Fault,General Degredation,73711
2184.9,81.98,2638.2,26.16,98.66,30.32,5.088,3.006,35.69,12.95,0.8045,0.04,0.1269,Major Fault,Thermal Breakdown,29504
1020.3,68.71,2317.37,20.36,51.27,28.7,4.464,1.972,25.11,17.71,0.8432,0.0271,0.1078,No Fault,Healthy,238700
3520.5,54.06,1836.69,18.16,74.64,18.92,3.568,1.108,25.28,13.25,0.8494,0.0302,0.1106,No Fault,Healthy,90930
2833.4,52.66,1708.14,18.42,73.76,23.48,4.284,1.737,38.97,7.66,0.811,0.0345,0.1095,Minor Fault,General Degredation,71195
1772.6,32.2,991.97,15.57,47.33,24.51,4.014,1.518,88.32,10.47,0.7701,0.0511,0.1412,Minor Fault,General Degredation,78887
1760.5,65.41,2098.09,23.23,73.28,27.82,4.639,1.784,116.82,9.19,0.8018,0.0423,0.1313,Minor Fault,General Degredation,47879
2111.1,64.39,2163.23,20.17,70.19,27.18,3.941,1.446,33.11,9.26,0.8398,0.0325,0.1048,No Fault,Healthy,88483
2590.9,44.33,1442.87,16.47,68.19,27.22,2.822,1.669,37.31,9.44,0.8137,0.0364,0.1183,Minor Fault,General Degredation,74874
1295.2,67.1,2040.74,24.37,56.0,17.63,4.731,1.769,64.19,25.48,0.7604,0.054,0.1671,Minor Fault,General Degredation,50420
1410.1,66.85,2093.43,23.42,52.18,15.46,5.238,2.082,54.68,13.27,0.7829,0.0472,0.1544,Minor Fault,General Degredation,75976
3220.5,37.74,1257.06,13.12,70.39,33.39,2.769,1.706,31.22,10.44,0.8326,0.03,0.1079,No Fault,Healthy,103397
1591.9,55.17,1767.83,20.84,52.84,21.43,4.012,1.671,38.26,8.41,0.801,0.0415,0.116,Minor Fault,General Degredation,95779
1926.5,81.14,2589.49,27.23,75.95,17.01,4.462,1.929,48.6,10.38,0.7979,0.0414,0.1209,Minor Fault,General Degredation,46549
3252.4,50.5,1592.55,19.84,101.32,35.55,3.745,1.859,70.39,20.43,0.7884,0.0477,0.1439,Major Fault,Thermal Breakdown,19656
2690.5,60.26,2022.67,19.31,76.89,21.73,2.691,1.569,32.29,14.54,0.8391,0.0285,0.111,No Fault,Healthy,96002
1822.6,62.41,2057.48,20.93,65.39,24.95,3.519,1.852,48.61,25.35,0.8242,0.0354,0.1223,No Fault,Healthy,85900
2746.0,59.6,1838.79,22.24,95.59,26.59,4.274,1.468,57.55,10.21,0.7712,0.0503,0.1613,Minor Fault,Thermal Breakdown,19818
953.1,70.33,2150.85,24.87,54.64,21.28,4.142,1.765,42.92,13.04,0.7645,0.0477,0.1571,Minor Fault,General Degredation,67948
2886.2,74.03,2413.63,24.1,99.28,23.73,5.554,2.5,30.98,10.05,0.8151,0.0341,0.106,Major Fault,Thermal Breakdown,40172
2214.9,78.97,2445.24,26.67,100.8,23.51,3.896,1.809,39.49,13.5,0.7741,0.0447,0.1139,Major Fault,Thermal Breakdown,22642
3095.6,55.3,1813.69,19.55,82.21,23.39,3.866,1.861,51.19,9.66,0.82,0.0355,0.1215,No Fault,Healthy,54121
3477.5,67.86,2159.89,23.28,111.42,19.21,4.46,1.808,47.7,16.85,0.7957,0.0438,0.1472,Major Fault,Thermal Breakdown,19354
3399.6,72.6,2259.21,25.71,117.78,15.29,4.067,1.75,38.68,10.57,0.778,0.0478,0.1527,Major Fault,Thermal Breakdown,14532
3355.0,58.22,1942.89,19.47,91.76,29.04,3.423,1.621,33.33,20.26,0.8342,0.0328,0.1187,Minor Fault,General Degredation,50904
2282.9,49.21,1609.66,17.94,65.66,25.88,2.507,1.409,43.22,10.81,0.8177,0.0364,0.1146,Minor Fault,General Degredation,80611
1872.4,62.15,1946.47,20.53,66.45,18.56,3.519,2.03,34.52,8.65,0.7829,0.041,0.1203,Minor Fault,General Degredation,62017
2155.6,50.91,1667.83,17.82,61.67,23.28,4.082,1.794,35.04,19.32,0.8189,0.0351,0.1234,Minor Fault,General Degredation,98495
2762.7,49.44,1634.2,17.56,67.0,20.22,4.533,1.965,40.64,10.5,0.8264,0.0339,0.1117,No Fault,Healthy,89336
3286.8,63.3,2020.74,22.3,109.9,28.22,3.721,1.821,87.06,9.78,0.7981,0.0436,0.1475,Major Fault,Thermal Breakdown,20160
1458.9,57.18,1754.02,22.57,72.53,34.51,4.208,1.53,76.0,23.51,0.7669,0.0508,0.1573,Minor Fault,General Degredation,33960
3379.1,62.63,2078.15,21.36,96.75,29.35,4.175,2.053,69.06,12.83,0.8295,0.0342,0.1191,Minor Fault,Thermal Breakdown,42193
3101.0,36.73,1222.98,14.24,59.85,22.32,3.789,1.733,26.3,7.44,0.8324,0.0325,0.105,No Fault,Healthy,121686
3542.9,57.37,1908.32,19.31,95.98,29.56,3.734,1.898,25.77,10.06,0.8316,0.0316,0.1206,Minor Fault,Thermal Breakdown,50020
3276.7,26.1,819.0,12.65,57.61,22.25,3.483,1.028,48.76,11.22,0.7846,0.0391,0.1239,Minor Fault,General Degredation,90649
1655.8,44.32,1340.81,19.22,74.36,41.63,3.815,1.547,55.08,21.75,0.7564,0.0534,0.1575,Minor Fault,General Degredation,29281
1186.1,58.67,1930.96,20.38,50.09,28.19,3.799,2.045,50.95,28.14,0.8229,0.036,0.1151,No Fault,Healthy,141732
1203.1,78.2,2319.45,27.87,66.7,23.02,5.242,1.878,68.24,17.4,0.7415,0.0532,0.1599,Minor Fault,General Degredation,36440
1686.3,68.05,2198.03,22.19,70.35,29.71,4.864,1.995,71.63,17.01,0.8075,0.0352,0.1315,Minor Fault,General Degredation,75384
2558.3,61.35,2094.59,19.26,70.68,26.27,4.119,1.843,37.06,7.18,0.8535,0.0269,0.0903,No Fault,Healthy,127544
3071.7,54.35,1632.22,21.46,95.6,17.12,4.715,1.759,59.91,13.59,0.7508,0.0571,0.1629,Minor Fault,Thermal Breakdown,15461
3328.0,56.24,1778.83,19.11,97.62,21.18,4.609,1.286,32.98,21.51,0.7907,0.0386,0.1161,Minor Fault,Thermal Breakdown,32424
2584.1,79.59,2439.89,27.12,113.89,25.1,5.041,2.424,54.79,15.89,0.7664,0.0495,0.1559,Major Fault,Thermal Breakdown,14579
915.2,43.4,1350.5,17.41,33.91,17.88,4.754,1.535,43.09,12.93,0.7779,0.0482,0.1785,Minor Fault,General Degredation,172474
1403.1,49.12,1520.36,19.31,57.67,27.71,3.353,1.123,51.54,14.22,0.7738,0.0464,0.1388,Minor Fault,General Degredation,64180
1169.3,76.0,2462.51,25.11,62.94,30.37,4.913,2.056,43.0,8.12,0.81,0.0377,0.1109,Minor Fault,General Degredation,81858
1881.0,54.84,1675.44,19.71,67.62,19.02,4.788,1.593,43.9,17.19,0.7638,0.0443,0.1268,Minor Fault,General Degredation,51292
2253.6,89.09,2918.85,27.91,105.22,32.99,5.544,2.326,32.39,11.7,0.8191,0.0376,0.129,Major Fault,Thermal Breakdown,29385
1017.2,70.36,2370.05,21.54,39.22,18.67,4.587,2.171,59.97,9.22,0.8421,0.0261,0.0933,No Fault,Healthy,439932
1840.9,77.32,2528.79,23.73,75.35,24.89,5.981,1.473,59.32,24.16,0.8176,0.0364,0.135,Minor Fault,General Degredation,61255
1383.8,35.62,1093.45,15.68,49.0,27.78,2.835,1.616,41.84,11.54,0.7675,0.048,0.1597,Minor Fault,General Degredation,83488
2647.1,75.89,2250.81,27.48,124.49,29.35,4.844,1.947,53.73,16.77,0.7415,0.0506,0.1622,Major Fault,Thermal Breakdown,11833
2153.5,47.26,1409.32,19.21,78.02,28.41,4.716,1.246,46.98,10.87,0.7455,0.0507,0.1415,Minor Fault,General Degredation,29384
2237.4,70.74,2262.01,23.67,95.5,33.74,3.966,1.87,46.92,14.12,0.7995,0.0398,0.137,Minor Fault,Thermal Breakdown,31828
2054.8,54.54,1652.53,21.53,74.2,23.36,4.836,1.324,74.41,13.54,0.7574,0.0527,0.145,Minor Fault,General Degredation,30195
3481.3,63.34,2126.5,20.41,96.61,28.51,4.366,1.974,49.04,9.87,0.8393,0.0302,0.1119,Minor Fault,Thermal Breakdown,54316
1479.8,43.41,1222.19,20.9,67.89,31.35,4.273,1.952,66.51,24.17,0.7039,0.0666,0.1831,Minor Fault,General Degredation,22487
2295.0,34.19,1071.47,14.97,63.92,31.63,2.84,1.382,77.44,10.05,0.7834,0.0397,0.1423,Minor Fault,General Degredation,71452
2887.2,62.26,1950.23,21.04,98.07,26.01,4.427,1.673,54.21,17.26,0.7831,0.0409,0.1196,Major Fault,Thermal Breakdown,28717
2403.5,55.59,1858.82,17.77,55.05,13.98,3.253,1.709,29.55,13.31,0.8359,0.028,0.1081,No Fault,Healthy,193872
3408.4,46.59,1518.8,17.27,82.9,27.6,2.932,1.691,61.76,8.79,0.8149,0.0353,0.1208,Minor Fault,General Degredation,53719
1920.5,34.77,1086.98,15.04,51.64,23.35,4.138,1.338,50.04,10.82,0.7816,0.0471,0.1364,Minor Fault,General Degredation,77944
2151.9,19.87,619.84,11.68,46.04,25.78,2.376,0.955,37.08,13.35,0.7797,0.0452,0.1408,Minor Fault,General Degredation,106337
1139.0,67.85,2282.49,20.66,56.3,32.16,3.231,2.307,92.74,8.23,0.841,0.0257,0.1178,No Fault,Healthy,220097
2544.3,56.17,1749.1,20.22,91.35,30.55,3.986,1.507,37.43,10.41,0.7784,0.0431,0.1361,Minor Fault,General Degredation,29687
1678.2,50.94,1754.89,16.15,47.11,26.57,3.208,2.197,39.25,5.57,0.8612,0.0233,0.0978,No Fault,Healthy,382380
1332.8,63.19,1919.75,23.97,65.84,28.7,4.927,2.077,56.13,14.12,0.7595,0.0523,0.1505,Minor Fault,General Degredation,38817
2370.2,75.22,2263.63,26.83,106.01,24.87,5.212,2.545,68.84,12.6,0.7524,0.0524,0.161,Major Fault,Thermal Breakdown,14983
2337.2,64.04,2127.71,20.44,67.62,23.32,3.615,1.907,112.53,9.61,0.8306,0.0297,0.1184,No Fault,Healthy,114209
1104.9,53.35,1686.2,19.77,48.66,27.25,3.885,1.662,56.47,8.95,0.7901,0.0421,0.1314,Minor Fault,General Degredation,109846
2785.2,91.99,3191.33,27.67,94.45,28.69,3.867,2.493,43.66,8.93,0.8673,0.0259,0.1007,Minor Fault,General Degredation,76946
2584.2,50.46,1628.28,18.6,75.71,29.46,4.178,1.266,43.42,13.76,0.8067,0.0355,0.1019,Minor Fault,General Degredation,63778
1410.3,38.86,1204.58,15.49,53.38,27.98,3.591,1.423,45.59,13.64,0.775,0.0425,0.1366,Minor Fault,General Degredation,89411
2167.5,61.5,1948.72,21.28,69.22,15.88,5.023,1.322,32.89,12.62,0.7922,0.041,0.1462,Minor Fault,General Degredation,57204
2844.9,56.17,1779.69,20.0,90.42,26.92,4.696,1.924,66.57,10.41,0.7921,0.0431,0.139,Minor Fault,General Degredation,30351
2329.5,74.21,2334.75,25.54,90.3,22.27,4.488,2.251,36.75,10.46,0.7866,0.0418,0.1371,Minor Fault,General Degredation,32353
1967.8,52.11,1658.97,19.44,63.04,22.3,3.385,1.274,42.55,12.45,0.796,0.0436,0.1356,Minor Fault,General Degredation,60915
1770.3,57.52,1856.61,19.13,57.68,25.7,3.652,1.969,70.37,7.5,0.8069,0.0338,0.0944,Minor Fault,General Degredation,121151
2548.1,47.01,1511.25,16.69,70.23,25.56,3.549,1.425,73.36,10.42,0.8036,0.0382,0.1146,Minor Fault,General Degredation,64142
3435.6,72.11,2300.81,24.17,126.2,28.1,4.31,1.717,45.55,9.55,0.7976,0.0404,0.1281,Major Fault,Thermal Breakdown,17711
2713.7,62.15,2009.99,22.08,88.51,28.88,4.793,1.606,58.4,9.97,0.8085,0.0382,0.1236,Minor Fault,General Degredation,40334
1101.8,55.87,1574.74,24.65,60.71,23.95,5.824,1.402,84.62,16.03,0.7046,0.0671,0.1947,Minor Fault,General Degredation,27908
2143.8,57.75,1833.12,19.83,78.66,30.44,3.817,1.733,35.78,10.5,0.7936,0.0409,0.1234,Minor Fault,General Degredation,44594
3305.2,59.68,2003.85,19.08,83.76,25.22,3.197,2.106,25.76,12.04,0.8394,0.0262,0.1038,No Fault,Healthy,95551
1155.0,38.44,1289.78,13.71,44.13,28.55,3.502,1.684,42.45,6.61,0.8388,0.0291,0.1101,No Fault,Healthy,279442
3570.0,77.44,2408.91,25.48,140.58,25.67,4.585,2.507,44.23,13.62,0.7777,0.0425,0.1582,Major Fault,Thermal Breakdown,13080
3462.5,76.56,2418.61,25.81,132.72,28.18,4.45,1.657,54.61,8.26,0.7898,0.0388,0.1431,Major Fault,Thermal Breakdown,17232
1111.3,60.61,1929.54,20.38,53.79,23.4,3.663,1.884,49.26,17.21,0.7959,0.0382,0.1316,Minor Fault,General Degredation,109125
3420.2,59.01,2000.82,18.01,84.28,27.19,3.966,1.879,26.73,9.6,0.8477,0.0244,0.1049,No Fault,Healthy,109017
1880.5,45.05,1529.46,14.46,40.71,14.57,2.749,1.847,21.92,7.83,0.8488,0.0263,0.1088,No Fault,Healthy,401885
3180.7,85.91,2941.81,26.61,102.31,28.59,4.473,2.441,24.28,6.8,0.8561,0.0288,0.1005,Major Fault,Thermal Breakdown,53257
2029.6,82.28,2745.77,24.62,67.32,17.96,4.849,2.307,35.53,12.28,0.8343,0.0302,0.0985,No Fault,Healthy,111551
2090.3,65.92,2236.57,21.01,64.08,25.28,4.181,1.543,49.04,14.23,0.8483,0.0266,0.104,No Fault,Healthy,158586
2612.5,72.3,2231.87,25.62,111.96,30.28,4.935,1.873,55.66,12.01,0.7717,0.047,0.1301,Major Fault,Thermal Breakdown,16656
2991.1,78.46,2503.95,25.73,113.85,21.43,4.869,2.279,39.64,8.53,0.7979,0.0417,0.1231,Major Fault,Thermal Breakdown,20526
991.2,75.41,2310.43,26.79,59.91,29.4,5.434,2.06,78.93,21.29,0.7659,0.0485,0.1533,Minor Fault,General Degredation,54540
2501.5,47.16,1401.49,19.69,82.24,23.93,5.926,1.568,46.06,12.0,0.743,0.0534,0.1574,Minor Fault,General Degredation,23836
1404.2,55.33,1737.86,19.72,62.03,27.89,4.272,1.629,71.02,11.22,0.7852,0.0424,0.1325,Minor Fault,General Degredation,66590
1834.1,67.02,2205.09,20.18,66.4,24.72,4.004,2.093,38.13,6.47,0.8225,0.0322,0.1273,No Fault,Healthy,100875
1839.5,63.05,1976.52,23.07,70.26,24.64,4.605,1.682,40.21,14.28,0.7837,0.048,0.1495,Minor Fault,General Degredation,40549
2166.5,71.3,2420.41,22.11,62.32,22.04,3.789,1.618,27.79,11.75,0.8487,0.0266,0.1042,No Fault,Healthy,167498
1802.2,69.66,2317.8,21.58,62.39,21.82,4.41,1.042,48.79,7.71,0.8319,0.0345,0.121,No Fault,Healthy,99546
1189.9,63.7,2050.27,21.45,57.73,26.29,4.012,1.736,40.14,7.79,0.8046,0.0377,0.1152,Minor Fault,General Degredation,97250
1293.2,20.94,668.47,11.29,34.9,26.19,3.328,1.089,33.61,8.62,0.7979,0.0419,0.1419,Minor Fault,General Degredation,215476
990.3,77.59,2361.32,27.33,61.2,24.84,4.884,1.83,41.71,14.68,0.7608,0.0518,0.1385,Minor Fault,General Degredation,45846
2169.7,72.59,2376.39,22.96,77.9,24.32,3.836,2.313,54.86,8.58,0.8185,0.0312,0.1168,Minor Fault,General Degredation,78004
3477.0,91.04,3101.63,27.74,110.02,20.74,5.103,2.963,77.27,5.76,0.8517,0.0265,0.1183,Major Fault,Thermal Breakdown,54260
1212.3,52.84,1566.41,22.14,60.74,28.04,4.524,1.662,53.4,12.61,0.7411,0.0554,0.1701,Minor Fault,General Degredation,40773
3454.9,32.36,996.37,14.51,70.05,21.96,4.943,0.482,69.0,13.52,0.7698,0.0501,0.1486,Minor Fault,General Degredation,37434
2880.1,57.29,1631.89,25.58,122.41,35.38,5.051,1.777,56.83,18.12,0.7121,0.0701,0.187,Major Fault,Thermal Breakdown,6296
2621.2,66.85,2268.58,20.79,79.08,31.47,4.888,2.028,25.6,11.99,0.8484,0.0246,0.0988,No Fault,Healthy,121796
2642.2,53.37,1689.02,18.99,77.24,24.51,4.719,1.343,37.42,8.86,0.7912,0.0415,0.1144,Minor Fault,General Degredation,44817
3132.2,80.58,2763.06,23.13,86.44,22.99,3.912,1.987,35.47,14.96,0.8573,0.0254,0.102,Minor Fault,General Degredation,95574
1188.7,50.1,1494.74,21.64,61.28,29.52,3.918,2.116,58.17,12.06,0.7459,0.0565,0.1642,Minor Fault,General Degredation,38362
2262.8,58.49,1999.16,17.6,63.46,24.2,4.125,1.872,30.87,7.05,0.8545,0.0214,0.0982,No Fault,Healthy,249867
2782.1,56.31,1913.29,18.45,69.04,27.01,4.197,1.42,71.01,9.04,0.8494,0.0304,0.1239,No Fault,Healthy,104561
2484.4,101.61,3160.15,31.75,133.08,26.32,6.393,2.495,38.42,28.4,0.7775,0.043,0.141,Major Fault,Thermal Breakdown,13970
3148.5,46.41,1475.62,18.79,90.36,32.53,3.531,2.187,57.85,22.83,0.7949,0.0414,0.142,Minor Fault,General Degredation,32835
1095.1,68.76,2237.19,23.04,56.65,29.23,4.227,2.138,36.44,9.58,0.8135,0.0396,0.1336,Minor Fault,General Degredation,91544
2764.9,41.98,1308.98,16.76,75.81,28.06,3.034,1.231,129.75,11.73,0.7795,0.0445,0.1339,Minor Fault,General Degredation,40495
2341.9,65.14,2012.22,24.1,95.45,28.1,5.481,2.405,43.86,18.51,0.7722,0.0505,0.1531,Minor Fault,Thermal Breakdown,19714
1923.7,45.68,1420.66,18.27,57.98,21.88,4.475,1.532,56.09,12.19,0.7775,0.0443,0.1299,Minor Fault,General Degredation,69984
1818.7,76.5,2486.92,25.15,69.81,19.39,4.735,2.458,54.78,16.8,0.8127,0.036,0.1302,Minor Fault,General Degredation,72852
2576.2,73.62,2421.36,23.96,95.14,28.43,3.768,2.497,66.03,19.9,0.8222,0.0317,0.1152,Minor Fault,Thermal Breakdown,50626
3305.7,64.07,2049.82,22.97,102.34,23.07,4.922,1.74,43.14,9.13,0.7998,0.043,0.1393,Major Fault,Thermal Breakdown,23722
2239.7,39.13,1234.14,15.74,35.03,2.98,4.067,1.557,56.06,13.04,0.7885,0.0445,0.1547,Minor Fault,General Degredation,189688
3126.8,59.2,1833.74,21.84,104.91,21.84,4.585,1.313,61.3,11.74,0.7744,0.046,0.16,Major Fault,Thermal Breakdown,19687
1985.8,55.44,1788.67,18.7,59.87,18.72,3.631,1.648,33.85,10.35,0.8066,0.037,0.1166,Minor Fault,General Degredation,93874
1176.5,72.46,2522.41,20.74,32.53,10.75,3.822,1.769,51.75,5.38,0.8703,0.0228,0.0877,No Fault,Healthy,837763
1066.1,46.46,1461.04,19.07,42.43,22.67,4.367,1.828,52.09,11.08,0.7861,0.0463,0.1505,Minor Fault,General Degredation,119633
1038.6,77.33,2491.73,24.58,54.62,25.72,4.545,2.449,53.14,8.94,0.8056,0.0349,0.1255,Minor Fault,General Degredation,126800
1926.4,74.51,2370.84,24.79,80.16,22.95,5.079,2.275,121.34,17.86,0.7955,0.0415,0.13,Minor Fault,General Degredation,41537
1810.5,39.38,1226.87,16.18,48.73,21.23,3.947,1.18,72.99,13.39,0.7788,0.0407,0.1357,Minor Fault,General Degredation,117111
2838.4,56.71,1950.2,18.84,65.06,23.7,4.528,2.077,49.28,5.38,0.8598,0.0265,0.0942,No Fault,Healthy,154991
2905.6,59.23,1933.97,21.36,82.28,21.52,4.695,1.703,48.8,19.95,0.8163,0.0397,0.1147,Minor Fault,General Degredation,43244
1037.3,75.09,2338.48,25.48,64.67,34.16,3.963,2.065,39.4,11.88,0.7786,0.0434,0.127,Minor Fault,General Degredation,58474
1497.0,49.7,1562.2,19.49,65.33,35.74,5.157,1.195,39.38,10.69,0.7858,0.0481,0.1618,Minor Fault,General Degredation,46565
1640.5,63.11,2155.36,19.16,58.52,28.92,4.136,2.1,37.64,15.86,0.8538,0.0212,0.084,No Fault,Healthy,299563
2378.6,76.49,2617.09,23.05,87.13,36.62,3.617,2.138,36.34,8.48,0.8554,0.0246,0.1234,Minor Fault,General Degredation,100248
1290.2,63.77,2098.94,21.46,56.91,28.51,4.133,2.096,47.93,11.83,0.8229,0.0343,0.1253,No Fault,Healthy,120898
1261.6,32.14,1026.92,13.54,33.62,20.28,3.334,1.32,48.29,24.55,0.7988,0.0369,0.119,Minor Fault,General Degredation,299565
3448.2,52.58,1796.65,17.06,61.76,15.77,3.18,1.726,52.76,6.42,0.8542,0.0233,0.084,No Fault,Healthy,222582
3071.3,73.56,2432.55,23.47,100.19,25.75,3.821,1.585,30.14,10.98,0.8267,0.0335,0.1303,Major Fault,Thermal Breakdown,40892
1387.8,71.69,2367.78,21.87,59.7,28.09,4.33,1.901,28.32,8.13,0.8257,0.0271,0.0846,No Fault,Healthy,176049
1997.7,26.26,902.31,11.12,32.77,21.74,2.45,1.206,105.7,8.83,0.859,0.0285,0.1007,No Fault,Healthy,528182
1860.2,63.01,2014.04,22.94,64.12,18.7,4.784,2.13,62.73,10.08,0.7991,0.0404,0.127,Minor Fault,General Degredation,68643
3035.7,74.19,2392.73,23.68,107.45,21.24,4.032,2.796,47.55,10.37,0.8063,0.0343,0.1011,Major Fault,Thermal Breakdown,33792
2277.6,68.08,2263.29,21.93,68.53,16.49,3.806,1.225,42.46,8.85,0.8311,0.028,0.1146,No Fault,Healthy,125210
1245.2,69.8,2187.06,24.17,63.9,25.73,4.164,2.281,82.98,13.26,0.7833,0.0476,0.1419,Minor Fault,General Degredation,49752
2895.3,90.93,3032.1,27.92,109.53,30.05,3.894,2.142,27.86,10.74,0.8336,0.0323,0.1133,Major Fault,Thermal Breakdown,36859
1971.6,59.35,1797.27,23.3,79.37,27.39,5.192,1.296,46.02,16.31,0.7571,0.0535,0.1632,Minor Fault,General Degredation,25663
1609.9,64.57,2212.73,19.14,55.6,25.09,4.741,2.167,28.96,14.2,0.8567,0.0216,0.09,No Fault,Healthy,319139
1913.8,45.91,1428.82,18.62,62.32,24.09,3.454,2.0,40.74,11.42,0.7781,0.0464,0.1545,Minor Fault,General Degredation,55214
2243.9,50.48,1618.63,18.02,60.52,20.65,3.539,1.319,33.71,10.68,0.8016,0.0396,0.1408,Minor Fault,General Degredation,80293
1826.4,55.02,1789.38,18.97,63.12,27.33,4.064,1.283,96.41,9.08,0.8131,0.0369,0.1218,Minor Fault,General Degredation,85013
1553.1,72.75,2388.17,24.12,54.64,21.29,4.042,2.113,36.87,15.19,0.8207,0.0376,0.1207,No Fault,Healthy,109127
1976.0,48.79,1589.68,18.38,47.49,18.5,3.774,1.05,36.63,14.23,0.8146,0.0395,0.1133,Minor Fault,General Degredation,131002
951.8,78.52,2467.38,25.71,63.32,33.96,4.645,1.872,65.33,13.36,0.7856,0.0415,0.1284,Minor Fault,General Degredation,67026
2985.7,43.6,1311.22,18.72,89.87,28.24,4.794,1.713,43.88,19.74,0.7518,0.0527,0.1583,Minor Fault,General Degredation,20644
